id_lancamento;data_lancamento;competencia;centro_custo;projeto;unidade;fornecedor;cnpj;categoria;subcategoria;tipo_documento;numero_documento;descricao;quantidade;valor_unitario;valor_total;moeda;forma_pagamento;status_pagamento;aprovador
1474;06/04/2025;2025-04;Manutenção; DataCenter Recife;;Consultoria Delta;9,45362E+14;Materiais;Ferramentas; Recibo;901535;Ferramentas referente a DataCenter Recife;;156.14;468.42;BRL;Cartão;Em análise;Marta Souza  
509;30/12/2023;2023-12;Financeiro;Porto Sul;Belo Horizonte  ;Topografia Silva ME;9,63368E+14;Viagens;Diárias;Boleto;852833;Diárias referente a Porto Sul;2.0;856.4;1712.8;BRL;Boleto;Rejeitado;Renato Leal
1135;13/12/2024;2024-12;Compras; Usina Solar MG; Brasília;Companhia de Máquinas Orion;7,95921E+14;Serviços;Topografia;Di;910004;Topografia referente a Usina Solar MG;1.0;282.53;173.39;BRL;Cartão;Em análise;Bruno araújo
1711;03/11/2022;2022-11;TI;Linha 4 Metro SP;Natal;Companhia de máquinas orion;9,85308E+14; Energia;Gás;Di;;;1.0;509.54;;BRL;Boleto;Em análise;Carla Lima
290;16/10/2024;202410;Engenharia;Porto Sul;Salvador;Alfa Energia S.A.;8,86629E+14;Consultoria;Jurídica;NFS-e;376030;Jurídica referente a Porto Sul;20.0;;1869.4;BRL;Ted;Aprovado; João Pereira
1742;15/05/2024;2024-05;Logística  ;Saneamento PE  ;;Consultoria Delta;9,53864E+13;Locação;Galpão;Di;178444;Galpão referente a saneamento pe;3.0;367.46;1102.38;BRL;PIX;Aprovado;Renato Leal
1430;11/06/2024;2024-06;Manutenção;Eólicas NE;Curitiba;Transportes Atlântico;24.003.880/2316-20;Energia;Gás;NF-e;; Gás referente a Eólicas NE – URGENTE;1.0;218.98;218.98;BRL;TED;Rejeitado;Bruno Araújo
430;12/05/2025;2025-05; Financeiro;Ferrovias Centro-Oeste;Recife;GeoMap Engenharia;1,78936E+11;Logística;Despacho; Recibo;590614;Despacho referente a Ferrovias Centro-Oeste  ;1.0;194.22;;BRL;PIX; Em análise;Carla Lima
1381;11/01/2023;202301;Logística  ;PONTE AMAZÔNIA;Natal;GeoMap Engenharia;6,05377E+11;Serviços;Soldagem;Nfs-e;341544;Soldagem referente a Ponte Amazônia;5.0;1191.14;5955.7;BRL;;Aprovado;Marta Souza
1653;30/08/2022;2022-08;TI;Saneamento PE;PORTO ALEGRE;SegurPro Monitoramento;5,37373E+14;Serviços;; NF-e;167799;Terceirização referente a Saneamento PE;2.0;409.06;818.12;BRL;Boleto;Pago;João Pereira
197;07/10/2022;2022-10;Administrativo;Usina Solar MG  ;São Paulo;Constrular LTDA;25.762.719/8307-64;Serviços;Montagem;NFS-e  ;483840;Montagem referente a Usina Solar MG;1.0;383.47;383.47;BRL;Cartão;Aprovado;Paulo Andrade
1533;11/07/2022;2022-07;COMPRAS;;Manaus;GeoMap Engenharia;;Viagens;Traslados;NFS-e;689814;Traslados referente a Linha 4 Metro SP;;515.1;1030.2;USD;TED;Pendente;Marta Souza
355;03/05/2024;2024-05;Logística;Saneamento PE;Fortaleza;Transportes Atlântico;1,59135E+11;Viagens;Passagens;Recibo;;Passagens referente a Saneamento PE;5.0;;3239.5;BRL;Cartão; Pago;Paulo Andrade
1092;15/07/2023;2023-07;LOGÍSTICA;; Belo Horizonte;CLOUDTEC SOLUÇÕES;42.341.989/7592-16;Pessoal;Folha;Boleto;804724;FOLHA REFERENTE A DATACENTER RECIFE;;103.39;206.78;EUR;Cartão;APROVADO;Marta Souza
402;12/03/2024;2024-03;Administrativo; Porto Sul;;Consultoria Delta;9,8957E+11; Serviços;Topografia;Recibo;;Topografia referente a Porto Sul;5.0;657.24;;BRL;Caixa;Em análise;Nan
1927;29/05/2025;2025-05;Engenharia;Datacenter recife;Nan;ALFA ENERGIA S.A.;3,24211E+11;Consultoria;Jurídica;NFS-e;235769;Jurídica referente a DataCenter Recife;1.0;133.59;133.59;USD;TED;Em análise  ;Fernanda Nunes
1719;25/01/2024;2024-01;MANUTENÇÃO;Refinaria RN;Manaus  ; CloudTec Soluções;;Segurança;Treinamento;NF-e;423455;Treinamento referente a Refinaria RN;3.0;;1176,03;USD;PIX;Pendente;Marta Souza
1778;14/03/2025;2025-03;Financeiro;Translado Offshore; Curitiba;Transportes Atlântico;;Serviços;Topografia;Di;408732;;2.0;265.9;531.8;BRL;Boleto;EM ANÁLISE;Bruno Araújo
531;20/03/2025;2025-03;Administrativo;Linha 4 Metro SP;Brasília;Serviços Gerais BR;3,30246E+11;Pessoal  ;Horas Extras; NFS-e;344561;Horas extras referente a linha 4 metro sp;2.0;248,37;496,74;BRL;Boleto;Em análise;Renato Leal
927;11/01/2023;2023-01;Obras;Translado Offshore;Brasília;Consultoria Delta;34.247.715/3891-70;Serviços;Soldagem;NFS-e;857144;Soldagem referente a Translado Offshore;2.0;1439.35;2878.7;BRL;Cartão; Pendente;Renato Leal
70;22/09/2024;2024-09;Administrativo  ;Ponte Amazônia  ; Porto Alegre;Hotelaria Nordeste;6,94787E+14;Logística;Seguro;NF-e  ;671274;Seguro referente a Ponte Amazônia;5.0;700,15;3500,75;BRL;Cartão;Em análise;Renato leal
1317;06/04/2024;2024-04;RH;Eólicas NE;Brasília;Serviços Gerais BR;96.743.655/2934-87;Consultoria;Engenharia;NF-e  ;384769;Engenharia referente a Eólicas NE;;273.77;1368.85;BRL;Cartão;Rejeitado;João Pereira  
939;30/04/2024;2024-04;Compras;PORTO SUL;Salvador;Serviços Gerais BR;8,20064E+14;Segurança;Brigada;NF-e;;Brigada referente a Porto Sul;5.0;653.8;;BRL;Caixa  ;Em análise; Marta Souza
433;19/04/2023;2023-04;RH;Linha 4 Metro SP;Brasília;Logisway Transportes  ;1,00923E+14;Serviços;Topografia;Di;510360;;10.0;159.77;1597.7;BRL;PIX;Rejeitado;Marta Souza
241;28/02/2025;2025-02;RH;Porto Sul;São Paulo;ALFA ENERGIA S.A.;9,68351E+11;Logística;Seguro;NF-e;;Seguro referente a Porto Sul;5.0;544.51;2722.55;BRL;Cartão;Aprovado  ;Fernanda Nunes
67;31/12/2023;2023-12;Obras;;Manaus;Hotelaria Nordeste;02.723.705/0073-09;Serviços;Montagem;Boleto;785728;Montagem referente a Ferrovias Centro-Oeste – URGENTE;1.0;787.96;nan;USD;Caixa  ;Rejeitado;Paulo andrade
388;28/09/2023;2023-09;OBRAS; Usina Solar MG; nan;Alfa energia s.a.;6,15279E+11;Consultoria;Ambiental  ;Recibo;475775;Ambiental referente a Usina Solar MG;20.0;121.71;2434.2;BRL;Boleto;Em análise;Renato Leal  
307;29/10/2022;2022-10;Logística;Translado Offshore;Curitiba;GeoMap Engenharia;9,43944E+13;Segurança;Vigilância;Boleto;709228;Vigilância referente a Translado Offshore;1.0;1825.92;1825.92;BRL;Caixa;Pendente;Carla Lima
1753;14/06/2023;2023-06;Obras;Refinaria RN;;GeoMap Engenharia;; TI;Hardware;NFS-e;295423;Hardware referente a Refinaria RN;1.0;;242.08;BRL; Boleto; Pago;Fernanda nunes
681;20/01/2023;2023-01;Logística;Saneamento PE;Natal;Constrular LTDA;5,05262E+13;Materiais;Cimento;Di;635901;Cimento referente a Saneamento PE;2.0;389.47;778.94;BRL;Pix;Pendente;Paulo Andrade
890;26/04/2024;2024-04;FINANCEIRO;Translado Offshore;Salvador;Alfa energia s.a.;;Materiais;Aço;Recibo;642844;Aço referente a Translado Offshore;3.0;317.11;951.33;BRL;Boleto;Aprovado;Marta Souza
937;03/04/2025;2025-04; Compras;Translado Offshore; Curitiba;Companhia de Máquinas Orion;;Serviços;Soldagem;NF-e;203585; Soldagem referente a Translado Offshore;4.0;293,39;;BRL;CARTÃO;Pago;Paulo Andrade
985;15/02/2025;2025-02;Administrativo;Translado Offshore;Natal;Alfa Energia S.A.;7,2306E+13;Segurança  ;Alarmes  ;NF-e;678664;;2.0;301.15;602.3;BRL;Cartão;Pago;Renato leal
1114;14/09/2024;2024-09;RH;Porto Sul;Natal;SegurPro Monitoramento;7,48416E+11;Viagens;Traslados;NF-e;937084;Traslados referente a Porto Sul;2.0;523.74;1047.48;BRL;TED;Pendente; Renato Leal
1434;14/07/2025;2025-07;Segurança;Ponte Amazônia  ; Curitiba;GeoMap Engenharia;92.223.142/9468-18;Logística  ;Seguro  ;NF-e;593548;Seguro referente a Ponte Amazônia;10.0;196.32;1963.2;BRL;Cartão;Pendente;Carla Lima
1959;21/08/2024;2024-08;Segurança;Usina Solar MG;CURITIBA; SegurPro Monitoramento;14.910.149/6406-56;LOCAÇÃO;Máquinas; NFS-e;808359;MÁQUINAS REFERENTE A USINA SOLAR MG;5.0;433,57;2167,85;BRL;Boleto;Rejeitado;Marta Souza
1868;30/10/2022;2022-10;TI;;São Paulo; Metalúrgica Phoenix;51164719769;Materiais;Ferramentas;Boleto;127224;Ferramentas referente a Porto Sul;;400,72;400,72;BRL;Boleto;Em análise;Carla Lima
212;27/05/2022;2022-05;Administrativo;Porto Sul;Curitiba;Consultoria Delta;56.601.891/5021-24;Logística  ; nan;NFS-e;161422;Embalagens referente a Porto Sul;3.0;464.2;1392.6;USD;Caixa  ;Pendente;PAULO ANDRADE
248;14/04/2022;2022-04;Segurança;Eólicas NE;São Paulo; Constrular LTDA;2,76285E+14;Locação;Veículos;Recibo;472778;Veículos referente a Eólicas NE;3.0;233.09;699.27;BRL;Cartão;Em análise;Fernanda Nunes
562;26/09/2023;2023-09; Manutenção;Ferrovias Centro-Oeste  ;Manaus;Transportes Atlântico;5,06258E+14;TI;Suporte  ;Boleto;594222;Suporte referente a Ferrovias Centro-Oeste;1.0;555.36;555.36;BRL;Caixa;Em análise;Marta Souza
1680;12/01/2025;2025-01;Financeiro;Porto Sul;Curitiba;Logisway Transportes;7,75627E+13;TI;Cloud;Recibo;369262;;1.0;341.69;341.69;BRL;Caixa;Aprovado;Marta Souza
260;14/08/2024;2024-08; RH;Ferrovias Centro-Oeste;Porto Alegre;GeoMap Engenharia;2,62853E+11;Locação;Máquinas;NF-e;570961;Máquinas referente a Ferrovias Centro-Oeste;2.0;638.44;1276.88;USD;Cartão  ;Em análise;Carla Lima
343;16/11/2023;2023-11;TI;Saneamento PE;Manaus;CONSULTORIA DELTA;67.035.249/8247-53;Energia;Geradores  ; NFS-e;661711; Geradores referente a Saneamento PE;1.0;351.32;351.32;BRL;Caixa;Rejeitado;Fernanda Nunes
1880;28/05/2025;2025-05;Compras;DataCenter Recife;Manaus;SERVIÇOS GERAIS BR;98.807.843/9318-42;Pessoal;Folha;NFS-e  ;521144;Folha referente a DataCenter Recife  ;1.0;717.68;717.68;BRL;Cartão;APROVADO;Bruno Araújo
1893;30/01/2025;2025/01;Ti;Usina Solar MG;Manaus;Serviços Gerais BR;4,90028E+13;Materiais;Aço; Recibo;424218;Aço referente a Usina Solar MG;4.0;79.34;317.36;BRL;Caixa;Rejeitado;João Pereira
1457;30/08/2024;2024-08;Engenharia;Datacenter recife;Brasília;Topografia Silva ME;21.156.558/7754-81;Locação;Veículos; Boleto;141189;Veículos referente a DataCenter Recife;20.0;272.54;30648.83;BRL;PIX;Pendente;Marta Souza
1642;16/01/2025;2025-01;Compras;Usina Solar MG;Recife;Alfa Energia S.A.  ;5,86718E+11;Serviços;Limpeza;Di;927898;Limpeza referente a Usina Solar MG;3.0;332.08;996.24;BRL;PIX; Rejeitado;Marta Souza
125;02/02/2023;2023-02;Manutenção;Usina Solar MG;Brasília;Serviços Gerais BR;8230871765;Segurança;Vigilância;NF-e;;Vigilância referente a Usina Solar MG – URGENTE;1.0;480.76;480.76;BRL;Cartão;Pendente;Bruno araújo
1738;31/08/2023;2023-08;Engenharia;Porto Sul;São Paulo;Serviços Gerais BR;6,55635E+13;Consultoria;Engenharia;NFS-e;181697;Engenharia referente a Porto Sul;1.0;1044.3;1044.3;BRL;TED;Pendente;Fernanda Nunes
1343;12/05/2023;2023-05;Obras;Eólicas NE;Manaus;Transportes Atlântico;7,17479E+14;Materiais;Cimento;NFS-e;275330;Cimento referente a Eólicas NE;20.0;188.33;3766.6;BRL;;Rejeitado  ;Renato Leal
766;18/06/2024;2024-06; Financeiro;Saneamento pe;Porto Alegre;Hotelaria Nordeste;9,38087E+11;Materiais; nan;NF-e;964766;Aço referente a Saneamento PE;4.0;336.82;1347.28;BRL;Boleto;Pendente;Fernanda Nunes
1455;30/03/2023;2023-03;Financeiro;Linha 4 Metro SP;Fortaleza;Logisway transportes;47.738.044/4782-87; Logística;Frete  ;Recibo;;Frete referente a Linha 4 Metro SP;2.0;573.44;1146.88;BRL;PIX;Em análise;JOÃO PEREIRA
614;16/02/2022;2022-02;LOGÍSTICA;Ferrovias Centro-Oeste;Fortaleza;Metalúrgica Phoenix;9,34311E+14;TI;Cloud;NF-e;415048;Cloud referente a Ferrovias Centro-Oeste;5.0;;1322.3;BRL;Caixa;Rejeitado;Fernanda Nunes
591;22/01/2023;2023-01;RH; Refinaria RN;Fortaleza;Logisway Transportes  ;9,29635E+14;Serviços;Limpeza;Recibo;;Limpeza referente a Refinaria RN;20.0;238,69;4773,8;BRL;Cartão;Rejeitado;Renato Leal
66;06/02/2023;2023-02;Compras;Refinaria RN;Salvador;GeoMap Engenharia;65.558.105/9729-08;Logística;Frete;Recibo;234883;Frete referente a Refinaria RN;5.0;915,24;4576,2;BRL;Cartão;PENDENTE;Marta Souza
1281;12/04/2022;2022-04;Engenharia;Linha 4 Metro SP;Fortaleza;Serviços Gerais BR;6,96208E+14;Logística;Despacho; NF-e;304239;Despacho referente a Linha 4 Metro SP;10.0;;7896.3;BRL;Boleto; Em análise;MARTA SOUZA
1161;13/01/2025;2025-01;Obras;Eólicas NE;Porto Alegre;Transportes Atlântico;90.488.366/3486-69; Serviços;Terceirização;Boleto;147689;TERCEIRIZAÇÃO REFERENTE A EÓLICAS NE;20.0;;2261.6;BRL;Boleto;Em análise;Renato Leal
711;28/04/2022;2022-04;Compras;DataCenter Recife;Salvador;Transportes Atlântico;2,87509E+13; Energia;Geradores;NFS-e;764228;Geradores referente a DataCenter Recife;3.0;543.47;1630.41;BRL;Cartão;Pago  ;Bruno Araújo
618;18/10/2023;2023-10;Logística;Linha 4 Metro SP;Belo Horizonte;Logisway Transportes;06.618.842/2253-74;Energia;Gás;Boleto;280626;;10.0;646,2;6462;BRL;Boleto;Rejeitado;Fernanda Nunes
1845;03/03/2023;2023-03;Financeiro; Linha 4 Metro SP;Recife;Metalúrgica phoenix;9,4021E+13;Segurança;Treinamento;NFS-e  ;687700;Treinamento referente a Linha 4 Metro SP;;584.73;1169.46;BRL;BOLETO;Em análise;Renato Leal
483;05/04/2024;2024-04;Logística;DataCenter Recife;Manaus;Serviços Gerais BR;3,28934E+13;Pessoal;;NF-e;904134;Treinamento referente a DataCenter Recife;1.0;526.99;526.99;BRL;;Aprovado;Bruno Araújo
603;03/11/2023;2023-11;Administrativo;Porto Sul;Curitiba;Serviços Gerais BR;6,96356E+14;Viagens;Passagens;Di  ;279859;Passagens referente a Porto Sul;1.0;229.94;229.94;BRL;Cartão;Aprovado;RENATO LEAL
1504;10/02/2025;2025-02;Compras;Ferrovias Centro-Oeste  ;Belo Horizonte;Cloudtec soluções;2,12481E+12;Consultoria;Auditoria;NFS-e;;nan  ;3.0;267.82;803.46;BRL;Boleto  ;Pago;Bruno Araújo
1690;14/02/2023;2023-02;Obras;DataCenter Recife;;SegurPro Monitoramento;59.351.487/2092-72;Energia;Eletricidade;NF-e;920460;Eletricidade referente a DataCenter Recife;1.0;928.67;;BRL;Caixa;Pago;Renato Leal
586;21/04/2023;2023-04;RH;Eólicas NE;Porto Alegre;Global Tools Brasil;4,90082E+13;MATERIAIS;Ferramentas;Di;173663;Ferramentas referente a Eólicas NE  ;1.0;554.69;554.69;BRL;PIX;Aprovado;Renato Leal
1658;26/04/2022;2022-04;Logística;Translado Offshore;Brasília  ;Companhia de Máquinas Orion  ;1,72895E+11;TI;Suporte;Recibo  ;374715;Suporte referente a Translado Offshore;;524.05;524.05;BRL;Cartão;Pendente  ;Fernanda Nunes
1122;24/02/2022;2022-02;Financeiro;;Natal;Metalúrgica Phoenix;;Logística;Frete  ; NF-e;734246;Frete referente a Usina Solar MG;1.0;155.99;155.99;BRL;Cartão;Pago;Renato Leal
276;20/01/2024;2024-01;TI;Refinaria RN;Porto Alegre;Logisway Transportes;9,00961E+13;TI;LICENÇAS;Recibo;739711;LICENÇAS REFERENTE A REFINARIA RN;1.0;708.06;708.06;BRL;Cartão;Aprovado;Bruno Araújo
818;28/10/2023;2023-10;TI;USINA SOLAR MG;;Topografia Silva ME  ;10.619.442/2253-21;Locação;Containers;NF-e;872701;Containers referente a Usina Solar MG;5.0;1086.59;5432.95;BRL;TED;Rejeitado;João Pereira
904;31/03/2022;2022/03;Administrativo;Ferrovias Centro-Oeste;Recife; Hotelaria Nordeste;7,37615E+14;TI;Hardware  ;DI;304159;Hardware referente a ferrovias centro-oeste;2.0;348.69;697.38;USD; Caixa;Em análise;Bruno Araújo
1560;20/03/2022;2022-03;Logística;DataCenter Recife;Belo Horizonte;Oficina do Aço;8,07887E+11;Consultoria;Fiscal;NF-e  ;177700;Fiscal referente a DataCenter Recife;;122.78;245.56;BRL;Pix;Pago;MARTA SOUZA
1762;10/06/2023;2023-06;Obras;;São Paulo;Metalúrgica Phoenix;1,51304E+11;Serviços;Limpeza;Boleto;655125;LIMPEZA REFERENTE A PONTE AMAZÔNIA;2.0;699.15;1398.3;BRL;Caixa;Em análise;Renato Leal
282;27/01/2022;2022-01;TI;Porto Sul;Manaus  ;Serviços Gerais BR;3,14989E+13;Logística;FRETE;NFS-e;341015;Frete referente a Porto Sul  ;1.0;164.57;164.57;BRL;TED;Em análise; Bruno Araújo
1997;05/06/2023;2023-06;TI  ;Eólicas ne;;SegurPro Monitoramento;9,9767E+11;Serviços;Limpeza;Recibo;155189;LIMPEZA REFERENTE A EÓLICAS NE;2.0;809,4;1618,8;USD;Caixa;Em análise;Renato Leal
1490;04/05/2024;2024-04;Compras;Porto Sul;Manaus;SegurPro Monitoramento;4,17176E+11;Logística;Embalagens;Nfs-e;312055;Embalagens referente a Porto Sul – URGENTE;10.0;451.65;4516.5;BRL;TED;Aprovado;nan  
793;02/08/2022;2022-08;Financeiro;Ferrovias Centro-Oeste;Natal;Serviços Gerais BR;4,52653E+11;Pessoal;Horas Extras;Boleto;800009; Horas Extras referente a Ferrovias Centro-Oeste;1.0;;351.87;BRL;Boleto;Pago;
322;20/07/2023;2023-07;Manutenção;Usina Solar MG  ;São Paulo;CloudTec Soluções;61.838.193/4190-69;Locação;Equipamentos;Di;102948;Equipamentos referente a Usina Solar MG;20.0;464.45;9289.0;BRL;Cartão;Pago;Bruno Araújo
189;04/09/2022;2022-09;Engenharia;;Recife  ;GeoMap Engenharia  ;27.042.172/6052-75;TI;Cloud;Recibo;143314;Cloud referente a Ponte Amazônia;2.0;304.71;609.42;BRL;Ted;PENDENTE;João Pereira
1509;15/05/2024;2024-05;Segurança;EÓLICAS NE; Natal;Alfa Energia S.A.;2,48863E+11;SEGURANÇA;Monitoramento;NFS-E;508724;Monitoramento referente a Eólicas NE;5.0;313.99;1569.95;BRL;;Em análise;Bruno Araújo
880;13/04/2023;2023-04;Obras;Ferrovias Centro-Oeste;São Paulo;Topografia Silva ME;2,13377E+13;Materiais;Tubulações;RECIBO;633592;Tubulações referente a Ferrovias Centro-Oeste;1.0;230.33;230.33;BRL;Caixa  ;Pendente;Bruno Araújo
600;14/05/2022;2022-05;Logística;USINA SOLAR MG;Belo Horizonte;SegurPro Monitoramento;5,80652E+11;Locação;Galpão;Boleto;642444;Galpão referente a Usina Solar MG;3.0;;;BRL; PIX;Aprovado;Marta Souza
451;02/03/2024;2024-03;Engenharia;Translado Offshore;Curitiba;SegurPro Monitoramento;5,94017E+11;Logística;Despacho;NFS-E;975969;Despacho referente a Translado Offshore – URGENTE;1.0;386.11;386.11;BRL;Caixa;Pago  ;Carla Lima
1291;04/08/2022;2022-08;Administrativo;Ferrovias Centro-Oeste;;Transportes Atlântico;93.942.918/0447-55;SERVIÇOS;Limpeza;NFS-e;981330;Limpeza referente a Ferrovias Centro-Oeste;20.0;808.05;16161.0;BRL;Caixa;Em análise;Renato Leal
1522;26/07/2023;2023-07;Obras;Ponte Amazônia;Manaus;Global Tools Brasil;1,05238E+11;Locação;Containers;Boleto;;Containers referente a Ponte Amazônia – URGENTE;3.0;494.22;95.87;BRL;;EM ANÁLISE;João Pereira
1543;29/07/2022;2022-07;Compras;Saneamento PE;Nan;Alfa Energia S.A.;;Consultoria;Fiscal;RECIBO;844543;Fiscal referente a Saneamento PE;5.0;435.11;2175.55;BRL; Boleto;Rejeitado;João Pereira
1966;13/03/2025;2025-03;Engenharia;Usina Solar MG;Belo Horizonte;Constrular LTDA;1,13918E+13;Segurança;Brigada;Di;275634;Brigada referente a Usina Solar MG;4.0;701.92;2807.68;BRL;PIX;Pendente;João Pereira
1842;31/05/2025;2025-05;Engenharia;DataCenter Recife;;CloudTec Soluções  ;2,62135E+14; Consultoria;Auditoria;Boleto;512188;Auditoria referente a DataCenter Recife;20.0;212.55;4251.0;BRL;TED;Aprovado;Carla Lima
210;12/08/2024;2024-08;Financeiro;Ponte Amazônia;Brasília;Transportes Atlântico;1,08869E+13;Energia;Gás;Boleto;375677;GÁS REFERENTE A PONTE AMAZÔNIA;2.0;366.88;733.76;BRL;CAIXA;Em análise  ;Marta Souza
1280;21/06/2022;2022-06;Segurança;Usina Solar MG;;Constrular LTDA;80.523.737/3850-91;Pessoal;Treinamento  ;Recibo;947454;TREINAMENTO REFERENTE A USINA SOLAR MG;5.0;462.44;2312.2;BRL;Caixa;Em análise;Marta Souza  
439;23/01/2022;2022-01; Obras;Ponte Amazônia;Salvador;Logisway Transportes;1,87597E+14;Consultoria;Jurídica;Boleto;892796;Jurídica referente a Ponte Amazônia;1.0;425.83;425.83;BRL;;Aprovado;Fernanda Nunes
1191;08/05/2022;2022-05;Segurança;Usina Solar MG;Fortaleza; Logisway Transportes;8,49539E+13;Logística;Frete; Boleto;;Frete referente a Usina Solar MG;3.0;244.97;734.91;USD;CAIXA;Em análise;Carla Lima  
808;30/10/2022;2022-10;Obras;Porto Sul;Natal;Logisway Transportes;4,40745E+13;LOCAÇÃO;Containers;Di;462667;Containers referente a Porto Sul;2.0;179.61;359.22;BRL;CAIXA;Pendente;CARLA LIMA
291;26/03/2024;2024-03;Obras;Usina Solar MG;;Global Tools Brasil;9,13401E+11;Materiais;;NFS-e;448425;Tubulações referente a Usina Solar MG;3.0;441.73;1325.19;USD;;Rejeitado;Carla Lima
1014;12/12/2022;202212;RH;Saneamento PE;Belo horizonte;Consultoria Delta;7,72311E+11; TI; Suporte;NFS-e;685327; Suporte referente a Saneamento PE;;259.7;519.4;BRL;Cartão;PENDENTE; Paulo Andrade
1380;11/03/2025;2025-03;Financeiro;Refinaria RN;Manaus;GeoMap Engenharia;42.879.103/3916-26; Pessoal;Benefícios;NF-e  ;116858;Benefícios referente a Refinaria RN;1.0;767.04;767.04;BRL;PIX;Em análise;Renato Leal
1773;19/05/2023;2023-05;RH;DataCenter Recife;Curitiba  ;Logisway Transportes  ;45.448.105/8674-93 ;Consultoria;Fiscal;Recibo;805563;Fiscal referente a DataCenter Recife;2.0;357.84;715.68;BRL;Caixa;Em análise;Bruno Araújo
136;17/10/2024;2024-10;RH;Refinaria RN;nan  ;Topografia Silva ME;5,32321E+11;Consultoria;Fiscal;Recibo;186030;Fiscal referente a Refinaria RN;1.0;1334.8;1334.8;BRL;TED;Pago;João Pereira
1091;22/12/2024;2024-12;Manutenção;Saneamento PE;BRASÍLIA;Topografia silva me;4,71686E+14;Energia;Gás;Di;902275;Gás referente a Saneamento PE;2.0;222.11;444.22;BRL;PIX  ; Pendente;Renato Leal
100;16/10/2022;2022-10;Obras;Ferrovias Centro-Oeste;Salvador;Oficina do Aço;7,63125E+14;LOCAÇÃO;MÁQUINAS; Recibo;648270;Máquinas referente a Ferrovias Centro-Oeste;20.0;;15851.4;BRL;Nan;Aprovado;João Pereira
708;07/09/2022;2022-09;RH;Linha 4 Metro SP;Natal;Alfa Energia S.A.;4,25927E+14;Serviços;Topografia;Nfs-e;602799;;2.0;1028,74;2057,48;BRL;PIX; Pago;Bruno Araújo
1603;16/11/2024;2024-11;Obras;Ponte Amazônia;Brasília;Transportes atlântico;;Viagens;Hospedagem;Boleto;518403;Hospedagem referente a ponte amazônia;1.0;507.63;507.63;BRL;TED;Aprovado;Marta Souza
1511;24/03/2023;2023-03;Administrativo;Usina Solar MG;Fortaleza  ;Constrular LTDA;95.209.701/2533-85;Viagens;Passagens  ;NFS-e;859669;PASSAGENS REFERENTE A USINA SOLAR MG;4.0;381.19;1524.76;BRL;Boleto;Rejeitado;Paulo Andrade
434;03/08/2023;2023-03;Segurança;Saneamento PE;Fortaleza;Constrular LTDA;3,40775E+11;ENERGIA;GERADORES;RECIBO;359831;Geradores referente a Saneamento PE;5.0;867.19;4335.95;BRL; Cartão;Rejeitado;Renato Leal
1714;03/07/2023;2023-07;Compras;Linha 4 Metro SP;Fortaleza;Metalúrgica Phoenix;1,31347E+14;Viagens;Passagens; NF-e;270460;Passagens referente a Linha 4 Metro SP;3.0;278.92;836.76;BRL;Caixa;Aprovado;Bruno Araújo
809;01/10/2023;2023-10;TI;USINA SOLAR MG;Recife;SegurPro Monitoramento;8,59185E+14;Consultoria;Ambiental;Di;895461;Ambiental referente a usina solar mg;2.0;1030.67;2061.34;BRL;Cartão;Pendente;Renato Leal
